Gene Name;Gene ID;Group;Chr;Start;End;Strand;Degree;Closeness;Betweenness;dN/dS Chimp;dN/dS Macaque;dN/dS Mouse;Tajima's D exons;Tajima's D regulatory;Fay and Wu's H exons;Fay and Wu's H regulatory
CENPL;ENSG00000120334;NDNE;1;173768688;173793858;-1;-;-;-;0,95;0,55;0,21;-0,511;0,224;-0,00003;-0,00008
SPINT3;ENSG00000101446;NDNE;20;44141101;44144264;-1;-;-;-;-;4,1;0,62;0,558;0,463;0,0002;0,0001
ELL3;ENSG00000128886;NDNE;15;44064798;44069741;-1;2;0,23;68,45;0,5;0,52;0,31;-1,34;-0,983;0,00015;-0,00017
IGDCC4;ENSG00000103742;NDNE;15;65673802;65715410;-1;-;-;-;0,24;0,15;0,11;-0,588;-0,106;-0,00002;-0,00026
ATP2B2;ENSG00000157087;NDNE;3;10365707;10749716;-1;3;0,24;24,51;-;-;-;0,273;0,081;0,00005;-0,00039
SPNS2;ENSG00000183018;NDNE;17;4402133;4442330;1;-;-;-;0,3;0,04;0,03;0,81;0,003;0,00015;-0,00023
SMG8;ENSG00000167447;NDNE;17;57286761;57292608;1;-;-;-;0,17;0,09;0,04;-0,114;-0,093;-0,00009;0,00009
CD36;ENSG00000135218;NDNE;7;79998891;80308593;1;10;0,26;11283,83;0,6;-;0,15;0,878;0,876;-0,00036;-0,00015
IQSEC3;ENSG00000120645;NDNE;12;175931;287626;1;-;-;-;0,18;0,14;0,09;0,002;0,82;-0,00012;-0,00028
SPIN1;ENSG00000106723;NDNE;9;91003334;91093609;1;-;-;-;0;0,77;0,01;-1,533;-1,096;-0,00031;-0,00075
TRMT2A;ENSG00000099899;NDNE;22;20099389;20104915;-1;1;0,22;0;0,23;0,24;0,13;0,107;-0,401;-0,00047;-0,00023
RASA2;ENSG00000155903;NDNE;3;141205889;141334184;1;-;-;-;0,06;0,12;0,13;0,553;-0,199;0,00003;0,00006
PPP2R3A;ENSG00000073711;NDNE;3;135684515;135866733;1;4;0,25;196,64;0,41;0,27;0,22;-0,756;0,314;0,00012;-0,00002
SLC30A3;ENSG00000115194;NDNE;2;27476552;27498685;-1;1;0,2;0;0;0,04;0,09;-1,481;-0,688;-0,00107;-0,00044
IL36RN;ENSG00000136695;NDNE;2;113816215;113822325;1;3;0,23;391,79;0,84;0,17;0,08;1,805;2,809;-0,00163;-0,00068
PDF;ENSG00000258429;NDNE;16;69362524;69364498;-1;-;-;-;-;-;0,08;0,48;-0,453;0,00024;0,00007
FIBIN;ENSG00000176971;NDNE;11;27015628;27018630;1;-;-;-;0;0,11;0,05;-1,166;-1,301;-0,00028;-0,00082
XAF1;ENSG00000132530;NDNE;17;6658766;6678966;1;4;0,25;59,37;0,63;0,55;0,61;0,311;0,675;-0,00001;-0,00036
VMAC;ENSG00000187650;NDNE;19;5904869;5910864;1;-;-;-;0,31;0,16;-;1,15;0,254;0,00014;0,00009
CFC1B;ENSG00000152093;NDNE;2;131278770;131285579;1;-;-;-;-;-;-;2,237;1,681;-;0,00001
SEC31B;ENSG00000075826;NDNE;10;102246399;102289628;-1;-;-;-;0,77;0,56;0,32;0,041;0,155;-0,00019;-0,00026
ZNF775;ENSG00000196456;NDNE;7;150065879;150109558;1;-;-;-;0,21;0,28;0,08;0,98;1,113;-0,00084;-0,00038
LRRC46;ENSG00000141294;NDNE;17;45908993;45915079;1;-;-;-;0,72;-;0,5;0,94;0,834;0,00004;0,00013
APIP;ENSG00000149089;NDNE;11;34874641;34938046;-1;5;0,25;2537,03;0,54;0,05;0,04;1,643;1,705;-0,00029;-0,00049
GLDC;ENSG00000178445;NDNE;9;6532464;6645650;-1;2;0,23;0;0,24;0,08;0,07;-0,074;0,56;0,0005;0
OR13C3;ENSG00000204246;NDNE;9;107298030;107299137;-1;-;-;-;0,64;0,26;0,14;-0,717;0,463;-0,00129;0,00033
KBTBD6;ENSG00000165572;NDNE;13;41701705;41706882;-1;3;0,23;416,17;0;0,03;-;-1,543;-1,798;0,00008;0,00007
CFAP20;ENSG00000070761;NDNE;16;58147496;58163354;-1;-;-;-;0;0;0;-1,811;-1,751;-0,00389;-0,00124
PANX1;ENSG00000110218;NDNE;11;93862094;93915138;1;-;-;-;0,55;0,31;0,1;0,198;0,529;-0,00003;0,00007
ZNF124;ENSG00000196418;NDNE;1;247285277;247335318;-1;-;-;-;0;0,33;-;-0,838;-0,218;-0,0003;-0,00092
TADA1;ENSG00000152382;NDNE;1;166825747;166845564;-1;5;0,28;575,19;0;0;0,05;0,646;1,236;-0,00012;0,00014
LYZL4;ENSG00000157093;NDNE;3;42438570;42452092;-1;-;-;-;0,16;0,26;0,3;0,056;0,056;0,00041;0,00007
ZFR2;ENSG00000105278;NDNE;19;3804022;3869030;-1;-;-;-;0,31;0,29;0,18;-0,073;0,86;0,00006;-0,00008
IFNA13;ENSG00000233816;NDNE;9;21367371;21368075;-1;-;-;-;-;-;-;-0,633;-1,252;0,00009;-0,00177
NYAP1;ENSG00000166924;NDNE;7;100081550;100092422;1;-;-;-;0,13;0,11;0,09;0,136;0,05;-0,00005;-0,00005
KRT36;ENSG00000126337;NDNE;17;39642388;39648798;-1;4;0,25;715,87;0,47;0,15;0,13;-0,108;0,99;0,00045;0,00042
ZNF362;ENSG00000160094;NDNE;1;33722146;33766320;1;-;-;-;0;0,02;0,01;-0,762;0,262;-0,00002;-0,00006
ADIPOQ;ENSG00000181092;NDNE;3;186560463;186576252;1;-;-;-;1,07;0,32;0,11;-0,112;0,332;-0,00024;0,00023
ACSL3;ENSG00000123983;NDNE;2;223725652;223809357;1;-;-;-;0;0,08;0,08;0,991;0,597;0,00019;0,00001
PHAX;ENSG00000164902;NDNE;5;125935960;125962944;1;-;-;-;0;-;0,08;-1,233;-0,95;-0,00031;-0,00035
TMEM134;ENSG00000172663;NDNE;11;67231824;67236743;-1;-;-;-;-;0,56;-;-0,483;-1,308;0,00006;0,00006
ABHD15;ENSG00000168792;NDNE;17;27887565;27894155;-1;-;-;-;0,11;0,11;0,09;0,122;-0,044;-0,00036;0,00009
C10orf71;ENSG00000177354;NDNE;10;50507187;50535537;1;-;-;-;0,59;0,37;0,34;0,463;0,179;0,00056;0,00021
JAGN1;ENSG00000171135;NDNE;3;9932238;9936033;1;-;-;-;0,15;0,3;0,03;2,081;1,088;-0,00003;0,00014
SGPP1;ENSG00000126821;NDNE;14;64150932;64194757;-1;1;1;0;0,48;0,16;0,21;-2,064;-2,497;-0,00051;-0,00055
SLC7A6;ENSG00000103064;NDNE;16;68298433;68335722;1;-;-;-;0;0,45;0,2;-1,169;-0,129;0,00005;0
RBM45;ENSG00000155636;NDNE;2;178977151;179001531;1;2;0,24;152,84;0;0,05;0,08;-0,746;0,143;0,00006;0,00031
DPP9;ENSG00000142002;NDNE;19;4675236;4724685;-1;-;-;-;0,1;0,03;0,03;-1,361;-0,394;-0,00003;-0,00022
OTOR;ENSG00000125879;NDNE;20;16729003;16750707;1;-;-;-;-;0,24;0,11;-0,083;1,393;0,0009;0,00015
OR3A2;ENSG00000221882;NDNE;17;3181193;3182268;-1;-;-;-;0,4;0,38;-;0,071;1,052;-0,00298;-0,00089
PRRC1;ENSG00000164244;NDNE;5;126853301;126890781;1;1;0,26;0;0,76;0,46;0,1;0,811;0,25;-0,00013;-0,00024
ISY1-RAB43;ENSG00000261796;NDNE;3;128806418;128879879;-1;-;-;-;-;-;-;-1,032;-2,238;-0,00038;-0,00043
CD300LD;ENSG00000204345;NDNE;17;72575504;72588422;-1;-;-;-;0,7;-;-;-0,306;0,654;-0,0006;-0,0002
ZNF426;ENSG00000130818;NDNE;19;9638667;9649303;-1;8;0,26;3208,38;1,46;0,3;0,31;-0,706;-0,807;-0,00054;-0,00108
SDR16C5;ENSG00000170786;NDNE;8;57212569;57233335;-1;-;-;-;0,3;0,65;0,22;-0,51;-0,215;0,00022;0,00012
DOPEY2;ENSG00000142197;NDNE;21;37529080;37666572;1;-;-;-;0,09;0,24;0,11;-0,894;0,826;0,00027;0,00012
RTN1;ENSG00000139970;NDNE;14;60062694;60337684;-1;5;0,23;1012,07;0,34;0,45;0,25;-0,65;0,374;-0,00025;-0,00018
RNF103-CHMP3;ENSG00000249884;NDNE;2;86732791;86948245;-1;-;-;-;-;-;-;1,279;-0,143;0,0003;-0,00018
TRIM52;ENSG00000183718;NDNE;5;180681417;180688119;-1;-;-;-;0,9;0,54;0,39;-0,947;-1,119;-0,00022;-0,00026
EXOSC9;ENSG00000123737;NDNE;4;122722472;122738176;1;2;0,26;0;-;0,37;0,09;-0,374;0,408;0,00008;0,00014
KLHL7;ENSG00000122550;NDNE;7;23145353;23215040;1;-;-;-;0;0,02;0,02;-0,48;0,56;-0,00041;-0,00054
SLC2A6;ENSG00000160326;NDNE;9;136336217;136344259;-1;-;-;-;0,04;0,06;0,12;-1,116;-0,833;0,00038;0,00015
HEPN1;ENSG00000221932;NDNE;11;124789146;124790573;1;-;-;-;-;-;-;0,275;-0,526;0,00026;0,00018
ENPP6;ENSG00000164303;NDNE;4;185009859;185142383;-1;-;-;-;0,07;0,18;0,11;-0,352;1,198;-0,00039;-0,00032
CD38;ENSG00000004468;NDNE;4;15779898;15851069;1;1;0,15;0;0,51;0,69;0,57;-0,249;0,512;0,00016;-0,00048
RGS21;ENSG00000253148;NDNE;1;192286122;192336415;1;-;-;-;0,51;0,53;0,19;0,444;0,379;0,00009;-0,00007
ATAD3B;ENSG00000160072;NDNE;1;1407143;1433228;1;5;0,26;1699,27;0,34;-;-;-2,098;-2,352;-0,00038;-0,00046
ACIN1;ENSG00000100813;NDNE;14;23527773;23564823;-1;5;0,25;816,98;0,24;0,24;0,2;0,035;0,298;-0,00039;-0,00026
C6orf222;ENSG00000189325;NDNE;6;36283534;36304662;-1;-;-;-;2,16;0,63;0,5;-0,977;-0,319;-0,00042;-0,0002
PCMTD2;ENSG00000203880;NDNE;20;62887048;62926855;1;-;-;-;0;0,08;0,07;0,761;1,023;-;0,00005
SH3D21;ENSG00000214193;NDNE;1;36771988;36790484;1;-;-;-;0,6;0,63;0,64;-0,674;-0,747;-0,00027;-0,00018
FAM111A;ENSG00000166801;NDNE;11;58910221;58922512;1;-;-;-;3,89;1,27;0,63;-1,266;-0,83;-0,00105;-0,00065
FAM229A;ENSG00000225828;NDNE;1;32826871;32829879;-1;-;-;-;-;-;0,3;-0,969;-1,699;0;0,00005
PODNL1;ENSG00000132000;NDNE;19;14042000;14064204;-1;-;-;-;0,11;0,2;0,09;-0,414;-0,249;-0,00006;-0,00011
FAM184B;ENSG00000047662;NDNE;4;17630929;17783135;-1;-;-;-;0,44;0,24;0,17;0,323;1,734;0,00004;-0,00005
TRIM73;ENSG00000178809;NDNE;7;75024337;75040279;1;-;-;-;-;-;-;0,438;-0,078;0,00005;-0,00018
RPL22;ENSG00000116251;NDNE;1;6241329;6269449;-1;4;0,31;2808,69;-;-;0;0,157;-1,088;-0,00148;-0,00103
IFNA1;ENSG00000197919;NDNE;9;21440440;21441315;1;1;0,19;0;-;-;-;-1,107;-1,075;-0,00336;-0,00077
C17orf62;ENSG00000178927;NDNE;17;80400465;80408705;-1;-;-;-;-;0,02;0,1;-0,668;-0,706;-0,00091;-0,00058
CARF;ENSG00000138380;NDNE;2;203776937;203851060;1;1;0,21;0;1,08;0,45;0,37;-0,298;-0,297;-0,00036;-0,00037
FAM204A;ENSG00000165669;NDNE;10;120065401;120101840;-1;-;-;-;0,14;0,26;0,28;-0,844;-0,47;0,00011;0
EPHA7;ENSG00000135333;NDNE;6;93949738;94129265;-1;3;0,21;65,26;0,08;0,01;0,02;-0,546;0,108;0,00014;0,00011
TCF20;ENSG00000100207;NDNE;22;42556019;42739622;-1;4;0,27;158,03;0,35;0,15;-;-1,354;0,325;0,00011;-0,00009
SCRN3;ENSG00000144306;NDNE;2;175260458;175294303;1;-;-;-;1,03;0,22;0,22;0,741;2,011;-0,00027;-0,00038
KIR3DL3;ENSG00000242019;NDNE;19;55235984;55248003;1;-;-;-;0,98;1,23;-;-0,642;-0,053;-0,00205;-0,00039
SST;ENSG00000157005;NDNE;3;187386694;187388187;-1;1;0,14;0;-;0,08;0,04;-1,52;-1,156;0,00018;-0,00041
QRSL1;ENSG00000130348;NDNE;6;107077453;107116292;1;-;-;-;0;0,23;0,12;0,607;0,423;0,00017;0,00013
SHANK3;ENSG00000251322;NDNE;22;51112843;51171726;1;6;0,25;1578;-;-;-;-0,954;0,402;-0,00003;-0,00006
ZIM2;ENSG00000269699;NDNE;19;57285920;57352097;-1;-;-;-;-;-;-;-0,638;0,378;0,00034;0,00018
GPR162;ENSG00000250510;NDNE;12;6930711;6936586;1;-;-;-;0;-;0,04;0,003;0,263;0,00028;0,00002
FOXK2;ENSG00000141568;NDNE;17;80477589;80602538;1;2;0,24;73,34;0,04;0,06;0,05;-0,427;0,468;0,00027;0,00022
SLFN13;ENSG00000154760;NDNE;17;33762115;33775856;-1;-;-;-;0,7;0,77;-;0,557;0,005;-0,00045;-0,0002
SIKE1;ENSG00000052723;NDNE;1;115312100;115323306;-1;16;0,27;2831,57;0;0,02;0,06;0,011;-1,06;0,00009;0,00011
RGS9;ENSG00000108370;NDNE;17;63133549;63223821;1;-;-;-;0,07;0,05;0,07;-0,382;-0,824;-0,00127;-0,00126
C8G;ENSG00000176919;NDNE;9;139839698;139841426;1;1;0,14;0;-;0,45;0,16;-0,281;0,228;0,00065;-0,00014
PNRC2;ENSG00000189266;NDNE;1;24285599;24289952;1;-;-;-;-;0,15;0,24;-0,666;-0,577;-0,00047;-0,0002
UNC119B;ENSG00000175970;NDNE;12;121148238;121161443;1;-;-;-;0;-;0,06;-0,752;0,172;0,00022;0,00023
MSS51;ENSG00000166343;NDNE;10;75183339;75193319;-1;-;-;-;0,38;0,29;0,36;-1,592;-1,65;0,00012;-0,00025
DNAJC28;ENSG00000177692;NDNE;21;34860497;34864027;-1;-;-;-;0,51;0,41;0,18;-0,33;0,783;0,00024;0,00013
UFC1;ENSG00000143222;NDNE;1;161122566;161128646;1;3;0,24;78,3;0,13;0;0,04;-0,799;-0,892;0,00014;0,00015
OSGEPL1;ENSG00000128694;NDNE;2;190611386;190627953;-1;-;-;-;0,31;0,42;0,15;-1,216;-1,211;-0,00013;-0,0002
CWC27;ENSG00000153015;NDNE;5;64064757;64314590;1;-;-;-;0,39;0,7;0,06;0,924;1,3;-0,00024;-0,00028
RNF207;ENSG00000158286;NDNE;1;6265535;6281359;1;-;-;-;0,28;0,27;0,11;-1,325;-1,347;-0,00188;-0,00072
ALDH6A1;ENSG00000119711;NDNE;14;74523553;74551196;-1;-;-;-;0,25;0,46;0,07;0,301;1,01;-0,00001;0,00003
UBE2QL1;ENSG00000215218;NDNE;5;6448736;6495022;1;-;-;-;-;-;0,01;-0,806;-0,342;-0,00112;-0,00049
TNFSF12;ENSG00000239697;NDNE;17;7452208;7464925;1;-;-;-;-;-;0,26;1,665;0,544;0,00025;0,00008
C9orf9;ENSG00000165698;NDNE;9;135753414;135765588;1;1;0,2;0;0,04;0,15;0,03;-0,556;-0,444;-0,00053;-0,00007
SCYL2;ENSG00000136021;NDNE;12;100660918;100735502;1;-;-;-;0,23;0,09;0,08;-1,101;-0,802;-0,00005;0,00003
SERPINB12;ENSG00000166634;NDNE;18;61223393;61234244;1;-;-;-;0,15;0,3;0,26;-1,404;0,003;0,00011;-0,00087
REXO1;ENSG00000079313;NDNE;19;1815248;1848452;-1;2;0,22;34,05;0,31;0,1;-;-1,244;0,411;-0,0004;-0,00009
AP1S3;ENSG00000152056;NDNE;2;224616403;224702744;-1;-;-;-;0;0,41;0,05;0,922;1,511;-0,00082;-0,00014
SAT2;ENSG00000141504;NDNE;17;7529552;7531194;-1;4;0,27;268,5;0,49;0,67;0,23;1,149;0,486;0,00033;0,00032
FUT4;ENSG00000196371;NDNE;11;94277017;94283063;1;1;0,22;0;0,42;0,18;0,12;-1,198;-0,597;-0,00002;-0,00015
TTC24;ENSG00000187862;NDNE;1;156549519;156556562;1;-;-;-;0,58;0,46;0,44;-1,402;-0,506;-0,00079;-0,00062
RNF125;ENSG00000101695;NDNE;18;29598335;29653176;1;12;0,31;2776,08;0,32;0,29;0,1;-0,244;0,536;0,00007;0,00006
TM7SF2;ENSG00000149809;NDNE;11;64879317;64883856;1;-;-;-;0,74;0,44;0,11;-1,244;-1,393;-0,00004;-0,0001
LUC7L;ENSG00000007392;NDNE;16;238968;279462;-1;5;0,25;2201,43;0;0,39;0,04;-0,266;-0,364;0,00015;-0,00024
PIGX;ENSG00000163964;NDNE;3;196366646;196462878;1;-;-;-;0,31;0,73;0,24;1,795;0,878;0,00042;-0,00002
PFKL;ENSG00000141959;NDNE;21;45719934;45747259;1;7;0,27;10884,56;-;-;-;-0,189;1,064;-0,00052;-0,00037
BRIX1;ENSG00000113460;NDNE;5;34915481;34926101;1;7;0,25;1727,54;0;0,1;0,09;0,275;-0,402;0,00029;-0,00004
PON3;ENSG00000105852;NDNE;7;94989256;95025680;-1;-;-;-;-;0,31;0,27;-0,3;-1,032;0,00019;-0,00089
CKMT2;ENSG00000131730;NDNE;5;80529104;80562216;1;4;0,26;634,7;0;0,05;0,04;-0,895;-0,01;-0,00043;0,00008
B3GNT8;ENSG00000177191;NDNE;19;41931264;41934635;-1;-;-;-;0,36;0,24;0,23;1,805;1,569;-0,00013;-0,00004
MYBPH;ENSG00000133055;NDNE;1;203136939;203144941;-1;-;-;-;0,94;0,29;0,15;-0,581;-0,375;0,00037;-0,00004
PRH2;ENSG00000134551;NDNE;12;11081835;11084940;1;-;-;-;-;-;-;0,103;0,468;0,0006;0,00053
SUCO;ENSG00000094975;NDNE;1;172501489;172580971;1;-;-;-;0,69;0,35;0,17;-0,035;0,265;0,00006;0,00016
NRG4;ENSG00000169752;NDNE;15;76228310;76352136;-1;-;-;-;0,39;0,71;0,27;-0,056;-1,388;-0,0002;-0,00072
ELK4;ENSG00000158711;NDNE;1;205577071;205601090;-1;2;0,27;17,3;-;0,24;0,17;-1,645;-0,769;-0,00024;-0,00031
OR4K2;ENSG00000165762;NDNE;14;20344391;20345468;1;-;-;-;0,51;0,24;0,2;-0,373;1,463;-;0,00002
PRDM14;ENSG00000147596;NDNE;8;70963886;70983928;-1;3;0,25;11,06;0;0,25;0,25;0,524;0,703;-0,00042;-0,00033
GRXCR2;ENSG00000204928;NDNE;5;145239296;145252531;-1;-;-;-;0,56;0,48;0,16;-0,436;0,178;0,00035;-0,00046
INTS12;ENSG00000138785;NDNE;4;106603784;106817143;-1;4;0,21;0;0,28;0,12;0,12;-0,733;-1,061;-0,00118;-0,00087
CPLX4;ENSG00000166569;NDNE;18;56942388;56985881;-1;-;-;-;0;0,24;0,04;0,764;1,185;-0,00013;0,00003
DUSP11;ENSG00000144048;NDNE;2;73989311;74007284;-1;4;0,25;1460,55;1,73;0,37;0,41;-0,096;0,102;0,00007;-0,00006
CATSPER1;ENSG00000175294;NDNE;11;65784223;65793988;-1;7;0,25;1376,21;0,37;1,05;0,31;1,238;0,502;-0,00045;0,00004
ZNF575;ENSG00000176472;NDNE;19;44029649;44040282;1;-;-;-;0,82;0,1;0,1;-0,459;0,836;-0,00007;0,00019
ADIPOR2;ENSG00000006831;NDNE;12;1797740;1897844;1;-;-;-;0;0,1;0,11;0,503;0,151;0,00035;0
SAMHD1;ENSG00000101347;NDNE;20;35518632;35580246;-1;-;-;-;0,35;0,58;0,22;0,716;0,788;0,00004;0,00004
UBE2V1;ENSG00000244687;NDNE;20;48697661;48732496;-1;-;-;-;-;0,9;0,09;-0,417;0,198;0,00005;0,00007
TMEM59;ENSG00000116209;NDNE;1;54497347;54519177;-1;-;-;-;0;0,09;0,09;-1,774;-1,727;-0,00004;-0,00048
SPARCL1;ENSG00000152583;NDNE;4;88394487;88452213;-1;1;0,26;0;0,61;0,66;0,3;0,492;1,735;-0,00012;-0,00027
TTC9C;ENSG00000162222;NDNE;11;62495541;62507765;1;-;-;-;0;0;0,04;-0,564;-0,17;0;-0,00001
LRRC8C;ENSG00000171488;NDNE;1;90098631;90398809;1;-;-;-;-;-;-;1,759;0,615;0,00028;-0,00001
COA1;ENSG00000106603;NDNE;7;43648055;43769316;-1;-;-;-;1,28;1;-;1,146;1,612;-0,00005;0,00007
MORC2;ENSG00000133422;NDNE;22;31322596;31364284;-1;1;0,25;0;0,27;0,04;-;0,186;-0,276;0,00001;0,00004
UBE2B;ENSG00000119048;NDNE;5;133706870;133727683;1;9;0,26;3451,61;-;0;0;-1,254;-1,645;-0,00039;-0,00073
KRTAP19-2;ENSG00000186965;NDNE;21;31859362;31859755;-1;-;-;-;-;-;-;0,635;-;-;-
RPS15;ENSG00000115268;NDNE;19;1438358;1440583;1;2;0,3;856,85;0;0,01;0;-1,355;-0,368;0,00004;-0,00015
AEN;ENSG00000181026;NDNE;15;89164527;89175513;1;-;-;-;0,56;0,4;0,16;-0,576;-0,722;-0,0008;-0,00092
FAM60A;ENSG00000139146;NDNE;12;31433518;31479992;-1;1;0,19;0;-;0;0,03;0,08;-0,591;-0,00019;0,00006
CD72;ENSG00000137101;NDNE;9;35609530;35646807;-1;4;0,25;1006,36;-;1,23;0,66;-0,283;-0,221;0,00008;-0,00015
GEM;ENSG00000164949;NDNE;8;95261481;95274578;-1;3;0,23;8828,4;0,1;0,02;0,03;0,761;1,297;-0,00032;0,00005
VSTM2A;ENSG00000170419;NDNE;7;54610018;54638773;1;-;-;-;-;0,32;0,1;0,36;-0,584;-0,00063;-0,00076
CHST15;ENSG00000182022;NDNE;10;125767184;125853206;-1;1;0,24;0;0,19;0,06;0,05;-0,739;0,663;0,00021;0,00009
CDC14A;ENSG00000079335;NDNE;1;100810584;100985833;1;6;0,28;4341,33;0,45;0,55;0,17;-1,435;-0,936;-0,00046;-0,00087
NT5C3B;ENSG00000141698;NDNE;17;39981335;39992523;-1;-;-;-;0,23;0,15;0,08;0,787;0,956;-0,00077;-0,00049
SLC47A1;ENSG00000142494;NDNE;17;19398698;19482347;1;-;-;-;0,63;0,55;0,23;-0,315;0,063;-0,0001;-0,00029
ZMYND15;ENSG00000141497;NDNE;17;4643319;4649411;1;-;-;-;0,5;0,34;0,17;-0,517;0,813;-0,00081;-0,00024
TM4SF5;ENSG00000142484;NDNE;17;4675179;4686506;1;-;-;-;0,18;0,18;0,18;1,887;1,28;-0,00036;0,0001
PCDHB5;ENSG00000113209;NDNE;5;140514800;140517703;1;1;0,18;0;-;-;-;-1,181;-0,531;-0,00001;0,00008
IER5;ENSG00000162783;NDNE;1;181057638;181059977;1;-;-;-;0,05;0,35;0,22;-0,8;-0,197;0,00049;0,00009
AADAC;ENSG00000114771;NDNE;3;151531825;151546272;1;-;-;-;0,49;0,64;0,19;0,619;2,198;-0,00034;-0,00028
PFDN4;ENSG00000101132;NDNE;20;52824386;52844591;1;3;0,25;259,48;-;-;-;-0,633;-0,967;-0,00199;-0,00191
RHBDL2;ENSG00000158315;NDNE;1;39351479;39407471;-1;1;0,18;0;0;0,52;0,19;0,073;0,179;-0,00002;-0,00036
FYCO1;ENSG00000163820;NDNE;3;45959396;46037316;-1;18;0,27;56785,03;0,23;0,26;0,16;1,51;1,108;0,0002;0,00009
HLA-DOB;ENSG00000241106;NDNE;6;32780540;32784825;-1;-;-;-;-;-;-;0,417;0,458;0,00084;-0,00147
UTRN;ENSG00000152818;NDNE;6;144606837;145174170;1;11;0,27;15466,43;0,31;0,21;0,11;-1,034;-0,457;-0,00006;-0,00026
BID;ENSG00000015475;NDNE;22;18216906;18257536;-1;23;0,31;15121,66;0;0,34;0,36;0,105;0,316;-0,00023;-0,00051
B4GALT2;ENSG00000117411;NDNE;1;44444615;44456840;1;-;-;-;0,1;0,17;0,08;-1,035;-1,021;-0,0003;-0,00034
NEK9;ENSG00000119638;NDNE;14;75548822;75594047;-1;9;0,27;4276,6;0,29;0,06;0,06;1,748;1,443;-0,0002;0,00003
ERP29;ENSG00000089248;NDNE;12;112451120;112461255;1;1;0,25;0;0,38;0,11;0,09;-1,494;-0,72;-0,00039;-0,00023
BIRC7;ENSG00000101197;NDNE;20;61867235;61871859;1;6;0,25;156,62;0,25;0,29;0,28;-0,138;1,285;-0,00155;-0,00031
KRT83,KRTHB3;ENSG00000170523;NDNE;12;52708085;52715182;-1;-;-;-;0,08;0,04;-;2,855;3,188;0,00103;0,00021
C19orf43;ENSG00000123144;NDNE;19;12841454;12845589;-1;1;0,21;0;-;0,12;0,08;-;-2,266;-;-0,00007
TMEM207;ENSG00000198398;NDNE;3;190146444;190167665;-1;-;-;-;0,91;-;0,5;-1,004;-0,122;0,00048;-0,00005
SREK1;ENSG00000153914;NDNE;5;65435799;65479443;1;3;0,23;12,85;0,26;0,35;0,11;-1,179;-0,896;-0,00026;-0,00035
CLIC4;ENSG00000169504;NDNE;1;25071848;25170815;1;-;-;-;0;0,04;0,01;-0,14;-0,507;-0,00009;-0,00031
CCDC64B;ENSG00000162069;NDNE;16;3077683;3086927;-1;1;0,3;0;0,37;0,22;0,06;2,121;1,655;0,00039;0,00023
BAZ2A;ENSG00000076108;NDNE;12;56989380;57030600;-1;7;0,27;676,91;0,13;0,18;0,21;-1,92;-1,393;-0,0003;-0,00029
PLEKHD1;ENSG00000175985;NDNE;14;69951409;69995215;1;-;-;-;0,06;0,13;0,03;-0,91;-0,254;-0,00025;-0,00026
ARRDC1;ENSG00000197070;NDNE;9;140500106;140509812;1;-;-;-;0,43;0,32;0,12;-1,184;-1,4;-0,00053;-0,00031
SLC35E1;ENSG00000127526;NDNE;19;16660642;16683193;-1;2;0,22;52,73;0;0;0,04;-0,723;-1,096;-0,00031;-0,0003
HAGHL;ENSG00000103253;NDNE;16;776936;785525;1;-;-;-;0,4;0,05;0,07;1,317;0,821;0,00062;-0,00001
CNOT6L;ENSG00000138767;NDNE;4;78634541;78740769;-1;3;0,24;176,33;0;0,38;0,09;-0,168;-0,275;-0,00076;-0,00019
LINC01551;ENSG00000186960;NDNE;14;29241910;29282493;1;-;-;-;-;-;-;0,652;-0,444;0,0003;0,00003
SUN2;ENSG00000100242;NDNE;22;39130730;39190148;-1;5;0,27;2584,18;0,17;0,28;0,13;-0,011;0,142;0,00001;-0,00004
GPX6;ENSG00000198704;NDNE;6;28471073;28495992;-1;-;-;-;3,13;-;-;-0,303;-0,926;0,0001;-0,00027
DDX10;ENSG00000178105;NDNE;11;108535752;108811657;1;1;0,24;0;0,45;0,34;0,18;-0,297;0,13;0,00007;-0,00026
MRI1;ENSG00000037757;NDNE;19;13875346;13885096;1;1;0;0;0,46;0,09;0,11;1,623;1,836;-0,00037;0,00005
TMEM244;ENSG00000203756;NDNE;6;130152389;130182692;-1;-;-;-;0,14;-;-;1,088;1,107;0,00174;0,00019
OR9I1;ENSG00000172377;NDNE;11;57885972;57886916;-1;-;-;-;0,12;0,24;-;-2,004;0,325;0,0001;0,00034
OR4D2;ENSG00000255713;NDNE;17;56247017;56247940;1;-;-;-;-;0,31;-;0,995;0,246;-0,00054;-0,00005
C9orf64;ENSG00000165118;NDNE;9;86553226;86571901;-1;-;-;-;0,55;0,38;0,16;-0,072;-0,353;-0,00008;-0,00025
GALNT4;ENSG00000257594;NDNE;12;89913185;89918583;-1;-;-;-;-;-;-;1,606;1,791;0,00043;0,00017
UPF3A;ENSG00000169062;NDNE;13;115047059;115071283;1;15;0,27;13928,72;0,97;0,6;0,21;0,352;-0,758;0,00028;-0,00029
MTFR1L;ENSG00000117640;NDNE;1;26145131;26159432;1;-;-;-;0;0,27;0,09;1,904;1,131;-0,00062;-0,00035
BAI1;ENSG00000181790;NDNE;8;143530791;143626370;1;5;0,25;9976,85;0,08;0,13;0,03;1,117;-0,153;-0,00022;-0,00034
