Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"TRPC4","Transient Receptor Potential Cation Channel Subfamily C Member 4","Protein Coding","49","GC13M037636","1.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC4"
"ATG7","Autophagy Related 7","Protein Coding","49","GC03P011313","1.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG7"
"KPTN","Kaptin, Actin Binding Protein","Protein Coding","42","GC19M047475","1.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPTN"
"SLC10A4","Solute Carrier Family 10 Member 4","Protein Coding","40","GC04P048485","1.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC10A4"
"DOK2","Docking Protein 2","Protein Coding","45","GC08M021908","1.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOK2"
"TM2D3","TM2 Domain Containing 3","Protein Coding","39","GC15M101621","1.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM2D3"
"TRIB2","Tribbles Pseudokinase 2","Protein Coding","43","GC02P012706","1.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIB2"
"MTMR14","Myotubularin Related Protein 14","Protein Coding","49","GC03P009691","1.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR14"
"DDT","D-Dopachrome Tautomerase","Protein Coding","46","GC22M023971","1.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDT"
"TIAM1","T Cell Lymphoma Invasion And Metastasis 1","Protein Coding","51","GC21M031118","1.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIAM1"
"EEF1A1P14","Eukaryotic Translation Elongation Factor 1 Alpha 1 Pseudogene 14","Pseudogene","9","GC01P194159","1.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A1P14"
"BRD8","Bromodomain Containing 8","Protein Coding","43","GC05M138150","1.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD8"
"RFX1","Regulatory Factor X1","Protein Coding","45","GC19M013933","1.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFX1"
"ST8SIA5","ST8 Alpha-N-Acetyl-Neuraminide Alpha-2,8-Sialyltransferase 5","Protein Coding","43","GC18M046667","1.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST8SIA5"
"CDC5L","Cell Division Cycle 5 Like","Protein Coding","44","GC06P044387","1.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC5L"
"ZNF45","Zinc Finger Protein 45","Protein Coding","41","GC19M043914","1.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF45"
"P3H3","Prolyl 3-Hydroxylase 3","Protein Coding","35","GC12P006829","1.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P3H3"
"HIST2H2BE","Histone Cluster 2 H2B Family Member E","Protein Coding","45","GC01M149884","1.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIST2H2BE"
"FRA10AC1","FRA10A Associated CGG Repeat 1","Protein Coding","39","GC10M093667","1.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRA10AC1"
"KCNK5","Potassium Two Pore Domain Channel Subfamily K Member 5","Protein Coding","44","GC06M039600","1.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK5"
"IQSEC1","IQ Motif And Sec7 Domain 1","Protein Coding","45","GC03M014410","1.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQSEC1"
"NET1","Neuroepithelial Cell Transforming 1","Protein Coding","49","GC10P005444","1.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NET1"
"ZNF326","Zinc Finger Protein 326","Protein Coding","41","GC01P089995","1.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF326"
"SNX27","Sorting Nexin Family Member 27","Protein Coding","44","GC01P151585","1.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX27"
"RHOC","Ras Homolog Family Member C","Protein Coding","47","GC01M112701","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOC"
"TFPT","TCF3 Fusion Partner","Protein Coding","42","GC19M054107","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFPT"
"CRHR2","Corticotropin Releasing Hormone Receptor 2","Protein Coding","48","GC07M030651","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRHR2"
"DDIT4","DNA Damage Inducible Transcript 4","Protein Coding","49","GC10P072273","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDIT4"
"ANXA9","Annexin A9","Protein Coding","44","GC01P150954","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA9"
"ZNF227","Zinc Finger Protein 227","Protein Coding","38","GC19P044207","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF227"
"PFKFB3","6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 3","Protein Coding","51","GC10P006144","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB3"
"HDGF","Heparin Binding Growth Factor","Protein Coding","47","GC01M156743","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDGF"
"MRGPRX3","MAS Related GPR Family Member X3","Protein Coding","40","GC11P018103","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRGPRX3"
"HS3ST2","Heparan Sulfate-Glucosamine 3-Sulfotransferase 2","Protein Coding","44","GC16P022732","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS3ST2"
"BCAT2","Branched Chain Amino Acid Transaminase 2","Protein Coding","50","GC19M048795","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAT2"
"ANKRD2","Ankyrin Repeat Domain 2","Protein Coding","43","GC10P097572","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD2"
"SLC39A6","Solute Carrier Family 39 Member 6","Protein Coding","44","GC18M036108","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A6"
"PMAIP1","Phorbol-12-Myristate-13-Acetate-Induced Protein 1","Protein Coding","45","GC18P059899","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMAIP1"
"KIF2C","Kinesin Family Member 2C","Protein Coding","48","GC01P044739","1.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF2C"
"KIFC3","Kinesin Family Member C3","Protein Coding","44","GC16M057758","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIFC3"
"RGS5","Regulator Of G Protein Signaling 5","Protein Coding","45","GC01M163080","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS5"
"VCPKMT","Valosin Containing Protein Lysine Methyltransferase","Protein Coding","37","GC14M050106","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCPKMT"
"UTP20","UTP20, Small Subunit Processome Component","Protein Coding","37","GC12P101280","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTP20"
"C11orf74","Chromosome 11 Open Reading Frame 74","Protein Coding","37","GC11P036573","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C11orf74"
"ZNF225","Zinc Finger Protein 225","Protein Coding","37","GC19P044112","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF225"
"ZNF284","Zinc Finger Protein 284","Protein Coding","36","GC19P044072","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF284"
"ADIRF","Adipogenesis Regulatory Factor","Protein Coding","37","GC10P086968","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIRF"
"ARHGAP24","Rho GTPase Activating Protein 24","Protein Coding","45","GC04P085147","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP24"
"SECISBP2","SECIS Binding Protein 2","Protein Coding","49","GC09P089318","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SECISBP2"
"STT3A","STT3A, Catalytic Subunit Of The Oligosaccharyltransferase Complex","Protein Coding","50","GC11P125592","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STT3A"
"SLC7A1","Solute Carrier Family 7 Member 1","Protein Coding","49","GC13M029509","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A1"
"TSPAN32","Tetraspanin 32","Protein Coding","42","GC11P002302","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN32"
"TGFB1I1","Transforming Growth Factor Beta 1 Induced Transcript 1","Protein Coding","48","GC16P031483","1.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB1I1"
"PDE9A","Phosphodiesterase 9A","Protein Coding","49","GC21P042653","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE9A"
"KIF20B","Kinesin Family Member 20B","Protein Coding","42","GC10P089701","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF20B"
"POTEE","POTE Ankyrin Domain Family Member E","Protein Coding","34","GC02P131685","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POTEE"
"PSMC5","Proteasome 26S Subunit, ATPase 5","Protein Coding","48","GC17P063827","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC5"
"LACRT","Lacritin","Protein Coding","39","GC12M054640","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LACRT"
"KIF3B","Kinesin Family Member 3B","Protein Coding","45","GC20P032277","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF3B"
"CDC123","Cell Division Cycle 123","Protein Coding","42","GC10P012237","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC123"
"HES1","Hes Family BHLH Transcription Factor 1","Protein Coding","51","GC03P194136","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HES1"
"AGMO","Alkylglycerol Monooxygenase","Protein Coding","39","GC07M015239","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGMO"
"MIR219A2","MicroRNA 219a-2","RNA Gene","16","GC09M128393","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR219A2"
"FNDC5","Fibronectin Type III Domain Containing 5","Protein Coding","40","GC01M032830","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC5"
"COQ7","Coenzyme Q7, Hydroxylase","Protein Coding","47","GC16P019078","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ7"
"ZNF180","Zinc Finger Protein 180","Protein Coding","42","GC19M044475","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF180"
"IQCK","IQ Motif Containing K","Protein Coding","39","GC16P019727","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCK"
"HMGCS1","3-Hydroxy-3-Methylglutaryl-CoA Synthase 1","Protein Coding","49","GC05M043326","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCS1"
"GPR153","G Protein-Coupled Receptor 153","Protein Coding","40","GC01M006307","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR153"
"VPS4A","Vacuolar Protein Sorting 4 Homolog A","Protein Coding","47","GC16P069311","1.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS4A"
"CBFA2T2","CBFA2/RUNX1 Translocation Partner 2","Protein Coding","44","GC20P033490","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBFA2T2"
"PAEP","Progestagen Associated Endometrial Protein","Protein Coding","45","GC09P135561","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAEP"
"PRKAR1B","Protein Kinase CAMP-Dependent Type I Regulatory Subunit Beta","Protein Coding","52","GC07M000588","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR1B"
"CFAP53","Cilia And Flagella Associated Protein 53","Protein Coding","37","GC18M050227","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP53"
"SPAG9","Sperm Associated Antigen 9","Protein Coding","47","GC17M050962","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAG9"
"ZNF532","Zinc Finger Protein 532","Protein Coding","40","GC18P058862","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF532"
"NUMBL","NUMB Like, Endocytic Adaptor Protein","Protein Coding","45","GC19M040665","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUMBL"
"SLC7A11","Solute Carrier Family 7 Member 11","Protein Coding","50","GC04M138164","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A11"
"MAP3K11","Mitogen-Activated Protein Kinase Kinase Kinase 11","Protein Coding","52","GC11M065615","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K11"
"NLRP5","NLR Family Pyrin Domain Containing 5","Protein Coding","44","GC19P056000","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP5"
"GULOP","Gulonolactone (L-) Oxidase, Pseudogene","Pseudogene","14","GC08P027560","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GULOP"
"SLC4A7","Solute Carrier Family 4 Member 7","Protein Coding","49","GC03M027372","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A7"
"KCNT2","Potassium Sodium-Activated Channel Subfamily T Member 2","Protein Coding","42","GC01M196194","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNT2"
"ADAMTS6","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 6","Protein Coding","44","GC05M065148","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS6"
"CFHR2","Complement Factor H Related 2","Protein Coding","41","GC01P196943","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR2"
"FOCAD","Focadhesin","Protein Coding","38","GC09P020659","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOCAD"
"ADGRL2","Adhesion G Protein-Coupled Receptor L2","Protein Coding","40","GC01P081306","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRL2"
"ACKR4","Atypical Chemokine Receptor 4","Protein Coding","38","GC03P132597","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACKR4"
"TUBA3D","Tubulin Alpha 3d","Protein Coding","44","GC02P131719","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA3D"
"NACA","Nascent Polypeptide Associated Complex Subunit Alpha","Protein Coding","44","GC12M056712","1.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NACA"
"GPR158","G Protein-Coupled Receptor 158","Protein Coding","44","GC10P025124","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR158"
"SLK","STE20 Like Kinase","Protein Coding","49","GC10P103967","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLK"
"FBXL2","F-Box And Leucine Rich Repeat Protein 2","Protein Coding","42","GC03P033293","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL2"
"MIR30C2","MicroRNA 30c-2","RNA Gene","18","GC06M071382","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30C2"
"CPEB1","Cytoplasmic Polyadenylation Element Binding Protein 1","Protein Coding","47","GC15M082543","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPEB1"
"GGH","Gamma-Glutamyl Hydrolase","Protein Coding","50","GC08M063015","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGH"
"TP53BP2","Tumor Protein P53 Binding Protein 2","Protein Coding","49","GC01M223779","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53BP2"
"SND1","Staphylococcal Nuclease And Tudor Domain Containing 1","Protein Coding","47","GC07P127652","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SND1"
"STIP1","Stress Induced Phosphoprotein 1","Protein Coding","49","GC11P064203","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STIP1"
"FAM168B","Family With Sequence Similarity 168 Member B","Protein Coding","37","GC02M131047","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM168B"
"RTP3","Receptor Transporter Protein 3","Protein Coding","38","GC03P046538","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTP3"
"SLC16A9","Solute Carrier Family 16 Member 9","Protein Coding","45","GC10M059650","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A9"
"NFRKB","Nuclear Factor Related To KappaB Binding Protein","Protein Coding","44","GC11M129863","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFRKB"
"VAMP3","Vesicle Associated Membrane Protein 3","Protein Coding","47","GC01P007765","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP3"
"MBD1","Methyl-CpG Binding Domain Protein 1","Protein Coding","46","GC18M050266","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBD1"
"RMDN3","Regulator Of Microtubule Dynamics 3","Protein Coding","37","GC15M040735","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMDN3"
"TSSC4","Tumor Suppressing Subtransferable Candidate 4","Protein Coding","40","GC11P002400","1.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSSC4"
"CDH9","Cadherin 9","Protein Coding","42","GC05M026916","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH9"
"ING3","Inhibitor Of Growth Family Member 3","Protein Coding","45","GC07P120950","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING3"
"CNNM1","Cyclin And CBS Domain Divalent Metal Cation Transport Mediator 1","Protein Coding","41","GC10P099330","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNNM1"
"TCF19","Transcription Factor 19","Protein Coding","42","GC06P031434","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF19"
"SYNGR3","Synaptogyrin 3","Protein Coding","41","GC16P001989","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNGR3"
"ZNF430","Zinc Finger Protein 430","Protein Coding","36","GC19P020995","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF430"
"NAV1","Neuron Navigator 1","Protein Coding","42","GC01P201595","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAV1"
"UBA52P1","Ubiquitin A-52 Residue Ribosomal Protein Fusion Product 1 Pseudogene 1","Pseudogene","10","GC07M025690","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA52P1"
"STK16","Serine/Threonine Kinase 16","Protein Coding","45","GC02P219248","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK16"
"IRF2","Interferon Regulatory Factor 2","Protein Coding","50","GC04M184387","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF2"
"CHRM4","Cholinergic Receptor Muscarinic 4","Protein Coding","50","GC11M054893","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM4"
"LARP7","La Ribonucleoprotein Domain Family Member 7","Protein Coding","46","GC04P112636","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP7"
"CMKLR1","Chemerin Chemokine-Like Receptor 1","Protein Coding","47","GC12M108288","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMKLR1"
"HINT2","Histidine Triad Nucleotide Binding Protein 2","Protein Coding","44","GC09M035812","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HINT2"
"DDX20","DEAD-Box Helicase 20","Protein Coding","48","GC01P111755","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX20"
"DDX6P2","DEAD-Box Helicase 6 Pseudogene 2","Pseudogene","8","GC13P086275","1.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX6P2"
"PTPRZ1","Protein Tyrosine Phosphatase, Receptor Type Z1","Protein Coding","49","GC07P121873","1.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRZ1"
"BCL2L2","BCL2 Like 2","Protein Coding","50","GC14P024290","1.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L2"
"TRIM28","Tripartite Motif Containing 28","Protein Coding","49","GC19P058544","1.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM28"
"SCAMP1","Secretory Carrier Membrane Protein 1","Protein Coding","43","GC05P078360","1.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAMP1"
"JAM2","Junctional Adhesion Molecule 2","Protein Coding","46","GC21P025639","1.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAM2"
"VTI1B","Vesicle Transport Through Interaction With T-SNAREs 1B","Protein Coding","47","GC14M067647","1.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTI1B"
"ABCA8","ATP Binding Cassette Subfamily A Member 8","Protein Coding","44","GC17M068867","1.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA8"
"CXCL14","C-X-C Motif Chemokine Ligand 14","Protein Coding","45","GC05M135617","1.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL14"
"CNIH2","Cornichon Family AMPA Receptor Auxiliary Protein 2","Protein Coding","41","GC11P066278","1.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNIH2"
"KCND2","Potassium Voltage-Gated Channel Subfamily D Member 2","Protein Coding","49","GC07P120273","1.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCND2"
"TRAM2","Translocation Associated Membrane Protein 2","Protein Coding","41","GC06M052470","1.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAM2"
"RIOX2","Ribosomal Oxygenase 2","Protein Coding","35","GC03M097942","1.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIOX2"
